./012/kringlan_3-1489309441.png 0
./012/kringlan_3-1489309501.png 1 161 163 24 19
./012/kringlan_3-1489309562.png 0
./012/kringlan_3-1489309622.png 0
./012/kringlan_3-1489309682.png 0
./012/kringlan_3-1489309743.png 0
./012/kringlan_3-1489309803.png 0
./012/kringlan_3-1489309863.png 1 144 197 36 33
./012/kringlan_3-1489309924.png 0
./012/kringlan_3-1489309984.png 0
./012/kringlan_3-1489320174.png 1 94 240 58 45
./012/kringlan_3-1489320234.png 0
./012/kringlan_3-1489320596.png 1 204 163 24 19
./012/kringlan_3-1489321018.png 1 195 168 22 19
./012/kringlan_3-1489321440.png 2 32 278 68 61 130 179 33 24
./012/kringlan_3-1489321500.png 0
./012/kringlan_3-1489321560.png 0
./012/kringlan_3-1489321620.png 3 8 238 75 64 100 192 40 34 155 200 37 29
./012/kringlan_3-1489322673.png 0
./012/kringlan_3-1489334005.png 2 14 276 78 71 141 173 30 23
