bin/trafficseer
1490341311 1
1490341372 1
1490341432 2
1490341492 6
1490341552 6
1490341613 0
1490341673 0
1490341733 0
1490341793 1
1490341853 0
1490341914 0
1490341974 2
1490342034 1
1490342094 1
1490342154 0
1490342215 2
1490342275 0
1490342335 4
1490342396 0
1490342456 0
1490342516 0
1490342576 0
1490342637 0
1490342697 2
1490342757 0
1490342817 0
1490342877 0
1490342938 0
1490342998 0
1490343059 2
1490343119 0
1490343179 0
1490343239 1
1490343300 5
1490343360 1
1490343420 0
1490343480 0
1490343541 1
1490343601 1
1490343661 2
1490343722 1
1490343782 3
1490343842 6
1490343903 0
1490343963 6
1490344023 0
1490344083 0
1490344143 4
1490344204 4
1490344264 0
1490344324 5
1490344384 6
1490344444 3
1490344505 7
1490344565 0
1490344625 2
1490344685 5
1490344746 5
1490344806 0
1490344866 4
1490344926 4
1490344986 4
1490345047 4
1490345107 1
1490345167 5
1490345227 4
1490345287 0
1490345348 7
1490345408 6
1490345468 6
1490345529 6
1490345589 4
1490345649 0
1490345707 6
1490345768 2
1490345828 0
1490345888 3
1490345948 9
1490346009 1
1490346069 3
1490346129 5
1490346189 0
1490346250 10
1490346310 6
1490346370 6
1490346430 10
1490346490 1
1490346551 8
1490346611 13
1490346671 8
1490346731 3
1490346792 13
1490346852 0
1490346913 0
1490346973 6
1490347033 4
1490347093 0
1490347153 0
1490347214 5
1490347274 0
1490347334 0
1490347394 2
1490347455 2
1490347515 1
1490347576 1
1490347636 1
1490347696 2
1490347756 7
1490347817 0
1490347877 0
1490347937 5
1490347997 5
1490348057 3
1490348118 3
1490348178 0
1490348238 0
1490348298 5
1490348358 0
1490348419 9
1490348479 0
1490348539 9
1490348599 5
1490348659 0
1490348720 9
1490348780 4
1490348840 4
1490348900 0
1490348960 0
1490349021 7
1490349081 0
1490349141 1
1490349202 6
1490349262 6
1490349323 11
1490349383 11
1490349443 7
1490349503 1
1490349563 1
1490349624 1
1490349684 1
1490349744 5
1490349804 5
1490349864 0
1490349925 6
1490349985 1
1490350045 2
1490350105 2
1490350165 0
1490350226 0
1490350286 4
1490350346 1
1490350407 1
1490350467 7
1490350527 0
1490350587 0
1490350648 6
1490350708 10
1490350768 0
1490350828 0
1490350889 5
1490350949 1
1490351009 0
1490351069 4
1490351130 6
1490351190 0
1490351250 0
1490351310 1
1490351370 1
1490351431 0
1490351491 1
1490351551 2
1490351611 0
1490351672 0
1490351732 1
1490351792 0
1490351852 0
1490351912 4
1490351973 5
1490352033 0
1490352093 4
1490352153 4
1490352214 0
1490352274 1
1490352334 1
1490352394 2
1490352454 0
1490352515 4
1490352575 8
1490352635 3
1490352696 0
1490352756 1
1490352816 6
1490352876 6
1490352937 0
1490352997 0
1490353057 8
1490353117 8
1490353178 5
1490353238 1
1490353298 1
1490353358 0
1490353419 0
1490353479 5
1490353539 0
1490353600 0
1490353660 7
1490353720 1
1490353780 1
1490353840 0
1490353901 0
1490353961 8
1490354021 8
1490354081 3
1490354141 0
1490354202 0
1490354262 1
1490354322 6
1490354382 0
1490354442 1
1490354503 3
1490354563 0
1490354623 0
1490354683 1
1490354744 6
1490354804 0
1490354864 5
1490354925 3
1490354985 0
1490355045 0
1490355105 3
1490355166 6
1490355226 0
1490355286 2
1490355346 6
1490355407 0
1490355467 1
1490355527 3
1490355587 5
1490355647 0
1490355708 4
1490355768 1
1490355828 0
1490355888 0
1490355948 3
1490356009 6
1490356070 0
1490356130 4
1490356190 2
1490356250 1
1490356311 9
1490356371 10
1490356431 3
1490356491 0
1490356552 3
1490356612 5
1490356672 0
1490356733 9
1490356793 7
1490356853 0
1490356913 0
1490356973 1
1490357034 1
1490357094 0
1490357154 0
1490357214 9
1490357275 0
1490357335 0
1490357395 0
1490357455 0
1490357516 0
1490357576 3
1490357636 4
1490357696 6
1490357756 0
1490357817 0
1490357877 2
1490357937 2
1490357997 1
1490358057 5
1490358118 0
1490358179 0
1490358239 0
1490358299 6
1490358359 0
1490358420 0
1490358480 2
1490358540 0
1490358600 0
1490358661 1
1490358721 0
1490358781 0
1490358842 0
1490358902 2
1490358962 8
1490359022 0
1490359083 2
1490359143 2
1490359203 0
1490359263 0
1490359323 4
1490359384 0
1490359444 4
1490359505 4
1490359565 5
1490359625 0
1490359685 7
1490359746 7
1490359806 0
1490359867 0
1490359927 5
1490359987 4
1490360047 4
1490360108 9
1490360168 6
1490360228 0
1490360288 6
1490360349 6
1490360409 0
1490360470 1
1490360530 5
1490360590 5
1490360650 5
1490360711 6
1490360771 4
1490360831 4
1490360891 0
1490360952 10
1490361012 8
1490361072 0
1490361133 6
1490361193 7
1490361253 0
1490361314 1
1490361374 7
1490361434 0
1490361494 0
1490361554 0
1490361615 2
1490361675 0
1490361735 0
1490361796 2
1490361856 2
1490361916 0
1490361977 3
